,spec,n_mem_states,seed,objective,score
11,shuttle.95,,2039,random,-7.344787219088532
12,shuttle.95,,2040,random,-7.096317629060377
13,shuttle.95,,2041,random,-7.922012978503678
14,shuttle.95,,2042,random,-7.583054121713021
15,shuttle.95,,2043,random,-9.06408596751226
16,shuttle.95,,2044,random,-8.882295430786032
17,shuttle.95,,2045,random,-7.984458434217017
18,shuttle.95,,2046,random,-9.583001842890726
19,shuttle.95,,2047,random,-5.78273039472891
20,shuttle.95,,2048,random,-6.888180752627181
21,shuttle.95,,2049,random,-7.256193556364507
22,shuttle.95,,2050,random,-9.047013495001902
23,shuttle.95,,2051,random,-8.703442380209967
24,shuttle.95,,2052,random,-6.234960581844606
25,shuttle.95,,2053,random,-8.674562783270948
26,shuttle.95,,2054,random,-6.166180398037261
27,shuttle.95,,2055,random,-8.066709447045227
28,shuttle.95,,2056,random,-8.212834792080399
29,shuttle.95,,2057,random,-8.537252325623594
0,shuttle.95,8.0,2028,ld,30.705602334473664
1,shuttle.95,8.0,2029,ld,29.891573958536295
2,shuttle.95,8.0,2030,ld,31.892326903949783
3,shuttle.95,8.0,2031,ld,32.10219757297134
4,shuttle.95,8.0,2032,ld,32.57118945514598
5,shuttle.95,8.0,2033,ld,29.09816102489835
6,shuttle.95,8.0,2034,ld,32.666159935503714
7,shuttle.95,8.0,2035,ld,30.82444136716689
8,shuttle.95,8.0,2036,ld,31.24572361571674
9,shuttle.95,8.0,2037,ld,32.88318563586807
10,shuttle.95,8.0,2038,ld,29.536764390466004
11,shuttle.95,8.0,2039,ld,26.262687078818264
12,shuttle.95,8.0,2040,ld,32.88192484831953
13,shuttle.95,8.0,2041,ld,32.10430326513941
14,shuttle.95,8.0,2042,ld,30.39107176554474
15,shuttle.95,8.0,2043,ld,31.671195905771825
16,shuttle.95,8.0,2044,ld,30.938960185619106
17,shuttle.95,8.0,2045,ld,32.88499940428354
18,shuttle.95,8.0,2046,ld,30.416062546710695
19,shuttle.95,8.0,2047,ld,31.353242262279743
20,shuttle.95,8.0,2048,ld,32.85408767780152
21,shuttle.95,8.0,2049,ld,31.770426733732005
22,shuttle.95,8.0,2050,ld,32.885949209910756
23,shuttle.95,8.0,2051,ld,32.88576207775972
24,shuttle.95,8.0,2052,ld,32.88324025120838
25,shuttle.95,8.0,2053,ld,32.0025198430753
26,shuttle.95,8.0,2054,ld,32.55567061934683
27,shuttle.95,8.0,2055,ld,30.630142814490394
28,shuttle.95,8.0,2056,ld,31.608395251268977
29,shuttle.95,8.0,2057,ld,30.08871212277152
0,tiger-alt-start,4.0,2024,ld,-10.193871970992948
1,tiger-alt-start,4.0,2025,ld,-9.958899507021787
2,tiger-alt-start,4.0,2026,ld,-7.0556645136559615
3,tiger-alt-start,4.0,2027,ld,-9.155110303573768
4,tiger-alt-start,4.0,2028,ld,-15.26027898633514
5,tiger-alt-start,4.0,2029,ld,-4.36226106849346
6,tiger-alt-start,4.0,2030,ld,-14.514254050241775
7,tiger-alt-start,4.0,2031,ld,0.4035324526397725
8,tiger-alt-start,4.0,2032,ld,-1.2394896792956347
9,tiger-alt-start,4.0,2033,ld,1.6757665425631605
10,tiger-alt-start,4.0,2034,ld,-12.550849423348538
11,tiger-alt-start,4.0,2035,ld,0.3332526171611851
12,tiger-alt-start,4.0,2036,ld,-3.7152770667969137
13,tiger-alt-start,4.0,2037,ld,-15.517606503903089
14,tiger-alt-start,4.0,2038,ld,-13.4008014822051
15,tiger-alt-start,4.0,2039,ld,-7.976154507817725
16,tiger-alt-start,4.0,2040,ld,-1.6764030245728103
17,tiger-alt-start,4.0,2041,ld,-3.2504059877405096
18,tiger-alt-start,4.0,2042,ld,-5.0776103236082974
19,tiger-alt-start,4.0,2043,ld,-16.13749387245456
20,tiger-alt-start,4.0,2044,ld,-3.128821362871056
21,tiger-alt-start,4.0,2045,ld,-3.232202184948802
22,tiger-alt-start,4.0,2046,ld,-1.3280867193703227
23,tiger-alt-start,4.0,2047,ld,-0.11500290508357913
24,tiger-alt-start,4.0,2048,ld,-6.406527240510942
25,tiger-alt-start,4.0,2049,ld,-5.44566774815973
26,tiger-alt-start,4.0,2050,ld,2.8248562676420006
27,tiger-alt-start,4.0,2051,ld,-0.8025621333679417
28,tiger-alt-start,4.0,2052,ld,-3.615322096116607
29,tiger-alt-start,4.0,2053,ld,-5.115054391002831
0,paint.95,2.0,2024,ld,1.299942286685412
1,paint.95,2.0,2025,ld,-7.058451792272549e-05
2,paint.95,2.0,2026,ld,1.2483454184729275
3,paint.95,2.0,2027,ld,1.281324808226619
4,paint.95,2.0,2028,ld,0.4565463085467739
5,paint.95,2.0,2029,ld,1.3328281612023
6,paint.95,2.0,2030,ld,0.9551589683950252
7,paint.95,2.0,2031,ld,1.052155693806069
8,paint.95,2.0,2032,ld,0.9220420064286292
9,paint.95,2.0,2033,ld,1.1239186671584829
10,paint.95,2.0,2034,ld,1.437804278011626
11,paint.95,2.0,2035,ld,-5.0886967820278956e-05
12,paint.95,2.0,2036,ld,1.4036140238276391
13,paint.95,2.0,2037,ld,1.3198830000284383
14,paint.95,2.0,2038,ld,1.3500533406707071
15,paint.95,2.0,2039,ld,1.4647234100570772
16,paint.95,2.0,2040,ld,0.9282071969088065
17,paint.95,2.0,2041,ld,1.220637351612172
18,paint.95,2.0,2042,ld,0.9741752671623805
19,paint.95,2.0,2043,ld,1.1067600175464019
20,paint.95,2.0,2044,ld,1.1925803875927814
21,paint.95,2.0,2045,ld,0.34778228420508067
22,paint.95,2.0,2046,ld,1.2555441253759216
23,paint.95,2.0,2047,ld,1.4012732302689306
24,paint.95,2.0,2048,ld,1.4611788985374266
25,paint.95,2.0,2049,ld,1.0668541534279483
26,paint.95,2.0,2050,ld,1.2236317381869657
27,paint.95,2.0,2051,ld,-8.143214162291429e-05
28,paint.95,2.0,2052,ld,0.3477770406431245
29,paint.95,2.0,2053,ld,1.344887003554102
0,shuttle.95,2.0,2024,ld,27.90200958825622
1,shuttle.95,2.0,2025,ld,19.024157174505028
2,shuttle.95,2.0,2026,ld,18.922955697340303
3,shuttle.95,2.0,2027,ld,21.276935775603672
4,shuttle.95,2.0,2028,ld,25.278645647155553
5,shuttle.95,2.0,2029,ld,31.643143493404512
6,shuttle.95,2.0,2030,ld,18.923014734994855
7,shuttle.95,2.0,2031,ld,28.964143169496705
8,shuttle.95,2.0,2032,ld,27.956073448231788
9,shuttle.95,2.0,2033,ld,29.48563377896584
10,shuttle.95,2.0,2034,ld,17.06135888635707
11,shuttle.95,2.0,2035,ld,26.924581291540765
12,shuttle.95,2.0,2036,ld,24.357281647726825
13,shuttle.95,2.0,2037,ld,28.96539765196026
14,shuttle.95,2.0,2038,ld,27.31813906267816
15,shuttle.95,2.0,2039,ld,18.92300064594338
16,shuttle.95,2.0,2040,ld,18.923051298583633
17,shuttle.95,2.0,2041,ld,26.989651496710287
18,shuttle.95,2.0,2042,ld,23.878028894885407
19,shuttle.95,2.0,2043,ld,29.151911178098747
20,shuttle.95,2.0,2044,ld,28.9650240871038
21,shuttle.95,2.0,2045,ld,18.922809722654733
22,shuttle.95,2.0,2046,ld,31.294685160448665
23,shuttle.95,2.0,2047,ld,31.690264179901096
24,shuttle.95,2.0,2048,ld,30.42464956230964
25,shuttle.95,2.0,2049,ld,31.8638440210935
26,shuttle.95,2.0,2050,ld,27.904406605134177
27,shuttle.95,2.0,2051,ld,26.169384625575443
28,shuttle.95,2.0,2052,ld,27.822385798636112
29,shuttle.95,2.0,2053,ld,18.923098601431334
0,shuttle.95,4.0,2024,ld,29.462554201005307
1,shuttle.95,4.0,2025,ld,29.686994357237495
2,shuttle.95,4.0,2026,ld,31.863111461254483
3,shuttle.95,4.0,2027,ld,28.68266279840029
4,shuttle.95,4.0,2028,ld,32.88261062605257
5,shuttle.95,4.0,2029,ld,32.19101820636452
6,shuttle.95,4.0,2030,ld,29.318861469983652
7,shuttle.95,4.0,2031,ld,29.59067382096902
8,shuttle.95,4.0,2032,ld,29.628620231083747
9,shuttle.95,4.0,2033,ld,30.214584324195208
10,shuttle.95,4.0,2034,ld,27.811225184616365
11,shuttle.95,4.0,2035,ld,29.063706899670414
12,shuttle.95,4.0,2036,ld,30.92384981974529
13,shuttle.95,4.0,2037,ld,28.963150646288522
14,shuttle.95,4.0,2038,ld,26.690747681175992
15,shuttle.95,4.0,2039,ld,31.62864445385612
16,shuttle.95,4.0,2040,ld,19.967257495612923
17,shuttle.95,4.0,2041,ld,29.18132268857304
18,shuttle.95,4.0,2042,ld,27.89419713180102
19,shuttle.95,4.0,2043,ld,28.949476592984453
20,shuttle.95,4.0,2044,ld,29.453322835331512
21,shuttle.95,4.0,2045,ld,29.19651300224697
22,shuttle.95,4.0,2046,ld,29.18017313122456
23,shuttle.95,4.0,2047,ld,31.86098081068218
24,shuttle.95,4.0,2048,ld,29.265941112338737
25,shuttle.95,4.0,2049,ld,31.430061787632958
26,shuttle.95,4.0,2050,ld,30.755953079762097
27,shuttle.95,4.0,2051,ld,32.45937931355273
28,shuttle.95,4.0,2052,ld,31.363587084769197
29,shuttle.95,4.0,2053,ld,28.677606643863736
0,network,4.0,2024,ld,216.26474055424242
1,network,4.0,2025,ld,200.95679634173976
2,network,4.0,2026,ld,206.37384535710447
3,network,4.0,2027,ld,212.76504350485084
4,network,4.0,2028,ld,201.63081373891228
5,network,4.0,2029,ld,204.0227392534082
6,network,4.0,2030,ld,219.03043540463293
7,network,4.0,2031,ld,208.92370468555131
8,network,4.0,2032,ld,211.41154268882835
9,network,4.0,2033,ld,220.34369935410538
10,network,4.0,2034,ld,197.7741162056522
11,network,4.0,2035,ld,216.14110399583188
12,network,4.0,2036,ld,221.18708341676054
13,network,4.0,2037,ld,203.3613209493697
14,network,4.0,2038,ld,222.19071991185223
15,network,4.0,2039,ld,203.67696033894754
16,network,4.0,2040,ld,210.46063266423218
17,network,4.0,2041,ld,205.83926205485346
18,network,4.0,2042,ld,190.4216158281756
19,network,4.0,2043,ld,214.74545471251741
20,network,4.0,2044,ld,205.19448209009477
21,network,4.0,2045,ld,204.36894766742233
22,network,4.0,2046,ld,204.33250414796638
23,network,4.0,2047,ld,198.89276870672165
24,network,4.0,2048,ld,209.70666272781196
25,network,4.0,2049,ld,160.4582117840071
26,network,4.0,2050,ld,146.53538081869831
27,network,4.0,2051,ld,228.44323226368576
28,network,4.0,2052,ld,229.78855373404573
29,network,4.0,2053,ld,208.62427777405438
0,tmaze_5_two_thirds_up,4.0,2024,ld,1.0628624615736182
1,tmaze_5_two_thirds_up,4.0,2025,ld,1.0628617381011343
2,tmaze_5_two_thirds_up,4.0,2026,ld,1.0628623726323256
3,tmaze_5_two_thirds_up,4.0,2027,ld,1.1158104595173326
4,tmaze_5_two_thirds_up,4.0,2028,ld,2.0912943274803033
5,tmaze_5_two_thirds_up,4.0,2029,ld,1.0628632537088771
6,tmaze_5_two_thirds_up,4.0,2030,ld,2.04672993148151
7,tmaze_5_two_thirds_up,4.0,2031,ld,1.0599340224637643
8,tmaze_5_two_thirds_up,4.0,2032,ld,1.062860803977928
9,tmaze_5_two_thirds_up,4.0,2033,ld,1.7976566204897213
10,tmaze_5_two_thirds_up,4.0,2034,ld,1.870911621297743
11,tmaze_5_two_thirds_up,4.0,2035,ld,1.0628579741716262
12,tmaze_5_two_thirds_up,4.0,2036,ld,1.1590406998972944
13,tmaze_5_two_thirds_up,4.0,2037,ld,1.9427698864139826
14,tmaze_5_two_thirds_up,4.0,2038,ld,2.0770627973890377
15,tmaze_5_two_thirds_up,4.0,2039,ld,1.0427651679621088
16,tmaze_5_two_thirds_up,4.0,2040,ld,2.0002563389758645
17,tmaze_5_two_thirds_up,4.0,2041,ld,2.0893755913576237
18,tmaze_5_two_thirds_up,4.0,2042,ld,1.0628625536965384
19,tmaze_5_two_thirds_up,4.0,2043,ld,1.9851698095376784
20,tmaze_5_two_thirds_up,4.0,2044,ld,1.0628608241995745
21,tmaze_5_two_thirds_up,4.0,2045,ld,1.6133061541756026
22,tmaze_5_two_thirds_up,4.0,2046,ld,1.0733573201630542
23,tmaze_5_two_thirds_up,4.0,2047,ld,1.0628630516666027
24,tmaze_5_two_thirds_up,4.0,2048,ld,1.9348240781673915
25,tmaze_5_two_thirds_up,4.0,2049,ld,1.0672171867700837
26,tmaze_5_two_thirds_up,4.0,2050,ld,2.06645852203944
27,tmaze_5_two_thirds_up,4.0,2051,ld,2.024639154122736
28,tmaze_5_two_thirds_up,4.0,2052,ld,1.0829675082729104
29,tmaze_5_two_thirds_up,4.0,2053,ld,2.014141465117934
0,tiger-alt-start,8.0,2024,ld,-12.378282083294959
1,tiger-alt-start,8.0,2025,ld,-0.6807984494873002
2,tiger-alt-start,8.0,2026,ld,-12.039696012976886
3,tiger-alt-start,8.0,2027,ld,-6.420526225382095
4,tiger-alt-start,8.0,2028,ld,-5.28034826373041
5,tiger-alt-start,8.0,2029,ld,1.8499616315113776
6,tiger-alt-start,8.0,2030,ld,-3.6949131347617516
7,tiger-alt-start,8.0,2031,ld,-17.00455692402716
8,tiger-alt-start,8.0,2032,ld,3.3051190652920037
9,tiger-alt-start,8.0,2033,ld,-2.0927582650725487
10,tiger-alt-start,8.0,2034,ld,0.10535186575151079
11,tiger-alt-start,8.0,2035,ld,-3.2683038415202814
12,tiger-alt-start,8.0,2036,ld,-3.381346347795735
13,tiger-alt-start,8.0,2037,ld,-0.6741668785197866
14,tiger-alt-start,8.0,2038,ld,-1.1991775906335498
15,tiger-alt-start,8.0,2039,ld,-4.911677868753643
16,tiger-alt-start,8.0,2040,ld,-12.094555479001734
17,tiger-alt-start,8.0,2041,ld,-0.682189211218164
18,tiger-alt-start,8.0,2042,ld,-4.883297344640145
19,tiger-alt-start,8.0,2043,ld,0.8395798952937592
20,tiger-alt-start,8.0,2044,ld,-0.40008288354370514
21,tiger-alt-start,8.0,2045,ld,-4.418498142524367
22,tiger-alt-start,8.0,2046,ld,1.5429997905154433
23,tiger-alt-start,8.0,2047,ld,-5.374467955592573
24,tiger-alt-start,8.0,2048,ld,-1.5372186957582237
25,tiger-alt-start,8.0,2049,ld,-6.189796460330694
26,tiger-alt-start,8.0,2050,ld,-5.07188397169125
27,tiger-alt-start,8.0,2051,ld,-5.4108950615331395
28,tiger-alt-start,8.0,2052,ld,2.8078625072180365
29,tiger-alt-start,8.0,2053,ld,-16.34848349523836
0,tmaze_5_two_thirds_up,2.0,2024,ld,1.0628612981691208
1,tmaze_5_two_thirds_up,2.0,2025,ld,1.0628617120287371
2,tmaze_5_two_thirds_up,2.0,2026,ld,1.062843553473613
3,tmaze_5_two_thirds_up,2.0,2027,ld,1.0628617654652237
4,tmaze_5_two_thirds_up,2.0,2028,ld,1.0629495410900678
5,tmaze_5_two_thirds_up,2.0,2029,ld,1.062863222257241
6,tmaze_5_two_thirds_up,2.0,2030,ld,1.0680476960913976
7,tmaze_5_two_thirds_up,2.0,2031,ld,1.0362929454356482
8,tmaze_5_two_thirds_up,2.0,2032,ld,1.0628612168099705
9,tmaze_5_two_thirds_up,2.0,2033,ld,1.0628631423840853
10,tmaze_5_two_thirds_up,2.0,2034,ld,2.074623884401953
11,tmaze_5_two_thirds_up,2.0,2035,ld,1.0628607123932758
12,tmaze_5_two_thirds_up,2.0,2036,ld,1.0628638551864824
13,tmaze_5_two_thirds_up,2.0,2037,ld,1.0409631755651825
14,tmaze_5_two_thirds_up,2.0,2038,ld,1.9497114019552302
15,tmaze_5_two_thirds_up,2.0,2039,ld,1.0628604434071256
16,tmaze_5_two_thirds_up,2.0,2040,ld,1.0687621509558565
17,tmaze_5_two_thirds_up,2.0,2041,ld,1.1498754443367116
18,tmaze_5_two_thirds_up,2.0,2042,ld,1.1051148328086031
19,tmaze_5_two_thirds_up,2.0,2043,ld,1.0423941799647547
20,tmaze_5_two_thirds_up,2.0,2044,ld,1.0628606285408282
21,tmaze_5_two_thirds_up,2.0,2045,ld,1.0628660210347096
22,tmaze_5_two_thirds_up,2.0,2046,ld,1.0628645222817388
23,tmaze_5_two_thirds_up,2.0,2047,ld,1.0628629347664686
24,tmaze_5_two_thirds_up,2.0,2048,ld,2.060294446452795
25,tmaze_5_two_thirds_up,2.0,2049,ld,1.0628623303547207
26,tmaze_5_two_thirds_up,2.0,2050,ld,1.062863312997661
27,tmaze_5_two_thirds_up,2.0,2051,ld,1.1287469093540439
28,tmaze_5_two_thirds_up,2.0,2052,ld,1.6014982604631507
29,tmaze_5_two_thirds_up,2.0,2053,ld,1.062861010144885
0,network,2.0,2024,ld,213.82677190420526
1,network,2.0,2025,ld,140.67380858100185
2,network,2.0,2026,ld,192.23140972768942
3,network,2.0,2027,ld,205.56246497831293
4,network,2.0,2028,ld,167.71200437985544
5,network,2.0,2029,ld,161.2840690584415
6,network,2.0,2030,ld,222.11798069922943
7,network,2.0,2031,ld,205.54782202551968
8,network,2.0,2032,ld,206.8295489796165
9,network,2.0,2033,ld,226.3122033298888
10,network,2.0,2034,ld,197.0576476540115
11,network,2.0,2035,ld,196.32777430271526
12,network,2.0,2036,ld,203.28114519783003
13,network,2.0,2037,ld,196.09433357622916
14,network,2.0,2038,ld,210.17928192051747
15,network,2.0,2039,ld,166.91472049374985
16,network,2.0,2040,ld,203.70139160619095
17,network,2.0,2041,ld,196.9748667928762
18,network,2.0,2042,ld,164.3007736058731
19,network,2.0,2043,ld,207.47729390748313
20,network,2.0,2044,ld,199.28442484488983
21,network,2.0,2045,ld,203.3523027481819
22,network,2.0,2046,ld,186.46663963115
23,network,2.0,2047,ld,193.59946038987948
24,network,2.0,2048,ld,210.10177289016627
25,network,2.0,2049,ld,140.67859934862906
26,network,2.0,2050,ld,148.73801538677478
27,network,2.0,2051,ld,202.05653017647612
28,network,2.0,2052,ld,210.99607895385583
29,network,2.0,2053,ld,194.07313311499982
0,4x3.95,,2029,memoryless,0.7783724515852484
1,4x3.95,,2030,memoryless,0.7783683787634368
2,4x3.95,,2031,memoryless,0.77837248633123
3,4x3.95,,2032,memoryless,0.7783629980208598
4,4x3.95,,2033,memoryless,0.7783758982043467
5,4x3.95,,2034,memoryless,0.7783682353094261
6,4x3.95,,2035,memoryless,0.7783627003628006
7,4x3.95,,2036,memoryless,0.7783728931254685
8,4x3.95,,2037,memoryless,0.7783708951874158
9,4x3.95,,2038,memoryless,0.7783586746332258
10,4x3.95,,2039,memoryless,0.778369550992899
11,4x3.95,,2040,memoryless,0.778367687507689
12,4x3.95,,2041,memoryless,0.7783684611077815
13,4x3.95,,2042,memoryless,0.7783659864819497
14,4x3.95,,2043,memoryless,0.7783644127188352
15,4x3.95,,2044,memoryless,0.7783640549285534
16,4x3.95,,2045,memoryless,0.7783667111017155
17,4x3.95,,2046,memoryless,0.7783646709453833
18,4x3.95,,2047,memoryless,0.7783749267913311
19,4x3.95,,2048,memoryless,0.7783701738646273
20,4x3.95,,2049,memoryless,0.7783686811855703
21,4x3.95,,2050,memoryless,0.7783687855122137
22,4x3.95,,2051,memoryless,0.7783678173154143
23,4x3.95,,2052,memoryless,0.7783746644532503
24,4x3.95,,2053,memoryless,0.778374666005678
25,4x3.95,,2054,memoryless,0.7783691521165595
26,4x3.95,,2055,memoryless,0.778369163174365
27,4x3.95,,2056,memoryless,0.7783682849787229
28,4x3.95,,2057,memoryless,0.7783716713034161
29,4x3.95,,2058,memoryless,0.7783714341904086
0,4x3.95,,2029,random,-0.9786057339165408
1,4x3.95,,2030,random,-1.0186035213449327
2,4x3.95,,2031,random,-1.0004634613753445
3,4x3.95,,2032,random,-1.0009988549610656
4,4x3.95,,2033,random,-1.0142638505380916
5,4x3.95,,2034,random,-1.0124836464899893
6,4x3.95,,2035,random,-1.0115329694357797
7,4x3.95,,2036,random,-0.972174603700067
8,4x3.95,,2037,random,-1.004127395623454
9,4x3.95,,2038,random,-1.0172765045150831
10,4x3.95,,2039,random,-0.9903812652210813
11,4x3.95,,2040,random,-0.9770447395792692
12,4x3.95,,2041,random,-0.9734912106885429
13,4x3.95,,2042,random,-0.9773907644278256
14,4x3.95,,2043,random,-1.0108305833550502
15,4x3.95,,2044,random,-1.0034757662358385
16,4x3.95,,2045,random,-1.0270497892270318
17,4x3.95,,2046,random,-0.9851668127738433
18,4x3.95,,2047,random,-1.000693431319893
19,4x3.95,,2048,random,-1.0359298168804076
20,4x3.95,,2049,random,-1.008470804260455
21,4x3.95,,2050,random,-0.9174907562232423
22,4x3.95,,2051,random,-0.9277922903417734
23,4x3.95,,2052,random,-1.0054679246867309
24,4x3.95,,2053,random,-0.9684084995167063
25,4x3.95,,2054,random,-0.997058682919553
26,4x3.95,,2055,random,-0.9374432819279852
27,4x3.95,,2056,random,-0.9735714986643057
28,4x3.95,,2057,random,-1.0214278432887904
29,4x3.95,,2058,random,-1.0193015828565306
0,4x3.95,8.0,2029,ld,1.8425372505429185
1,4x3.95,8.0,2030,ld,1.7940075294764684
2,4x3.95,8.0,2031,ld,1.838680733116395
3,4x3.95,8.0,2032,ld,1.8145462368108625
4,4x3.95,8.0,2033,ld,1.6333988211231016
5,4x3.95,8.0,2034,ld,1.6357351284587036
6,4x3.95,8.0,2035,ld,1.8092312760219875
7,4x3.95,8.0,2036,ld,1.7066664803557197
8,4x3.95,8.0,2037,ld,1.7797146723804194
9,4x3.95,8.0,2038,ld,1.7676195051215378
10,4x3.95,8.0,2039,ld,1.7973615934270641
11,4x3.95,8.0,2040,ld,1.7041930269600138
12,4x3.95,8.0,2041,ld,1.578806482304959
13,4x3.95,8.0,2042,ld,1.683298860004856
14,4x3.95,8.0,2043,ld,1.8271957146279012
15,4x3.95,8.0,2044,ld,1.8580593014771256
16,4x3.95,8.0,2045,ld,1.841480504956972
17,4x3.95,8.0,2046,ld,1.8343198022395408
18,4x3.95,8.0,2047,ld,1.294750796678815
19,4x3.95,8.0,2048,ld,1.877646170550971
20,4x3.95,8.0,2049,ld,1.8432704911418427
21,4x3.95,8.0,2050,ld,1.4943577010203324
22,4x3.95,8.0,2051,ld,1.8094898951678677
23,4x3.95,8.0,2052,ld,1.811966386948842
24,4x3.95,8.0,2053,ld,1.9211903260253864
25,4x3.95,8.0,2054,ld,1.7833215764757193
26,4x3.95,8.0,2055,ld,1.8617266882637415
27,4x3.95,8.0,2056,ld,1.8904605360731013
28,4x3.95,8.0,2057,ld,1.7354614888649327
29,4x3.95,8.0,2058,ld,1.8812678961745957
0,cheese.95,2.0,2024,ld,3.346232281481613
1,cheese.95,2.0,2025,ld,3.4767818090439726
2,cheese.95,2.0,2026,ld,3.4715233304877047
3,cheese.95,2.0,2027,ld,3.250844301268632
4,cheese.95,2.0,2028,ld,3.470111000463552
5,cheese.95,2.0,2029,ld,3.5745583956709073
6,cheese.95,2.0,2030,ld,3.4715928540797663
7,cheese.95,2.0,2031,ld,3.470803746014723
8,cheese.95,2.0,2032,ld,3.5509284106202252
9,cheese.95,2.0,2033,ld,3.3338986281842735
10,cheese.95,2.0,2034,ld,3.316891201936394
11,cheese.95,2.0,2035,ld,3.157747389476543
12,cheese.95,2.0,2036,ld,3.400574441302859
13,cheese.95,2.0,2037,ld,3.5727878286320323
14,cheese.95,2.0,2038,ld,3.4715685642325496
15,cheese.95,2.0,2039,ld,3.3966361157970537
16,cheese.95,2.0,2040,ld,3.208886838002324
17,cheese.95,2.0,2041,ld,3.2232551856394207
18,cheese.95,2.0,2042,ld,3.47158038817298
19,cheese.95,2.0,2043,ld,3.338970093784261
20,cheese.95,2.0,2044,ld,3.4348819795079923
21,cheese.95,2.0,2045,ld,3.3659831839780225
22,cheese.95,2.0,2046,ld,2.7606219357389463
23,cheese.95,2.0,2047,ld,3.221296495137745
24,cheese.95,2.0,2048,ld,3.3123312856828364
25,cheese.95,2.0,2049,ld,3.571607475374765
26,cheese.95,2.0,2050,ld,2.758847546530388
27,cheese.95,2.0,2051,ld,3.3240399397392837
28,cheese.95,2.0,2052,ld,2.8641522482190185
29,cheese.95,2.0,2053,ld,2.8203364814539835
0,4x3.95,2.0,2024,ld,1.2454162337865473
1,4x3.95,2.0,2025,ld,1.3420549722746908
2,4x3.95,2.0,2026,ld,1.3303869118747942
3,4x3.95,2.0,2027,ld,1.2236238621948112
4,4x3.95,2.0,2028,ld,1.3223458497886724
5,4x3.95,2.0,2029,ld,1.3232923281085447
6,4x3.95,2.0,2030,ld,1.1398201342483312
7,4x3.95,2.0,2031,ld,1.3420919053840896
8,4x3.95,2.0,2032,ld,1.3232974795261085
9,4x3.95,2.0,2033,ld,1.3232896891585073
10,4x3.95,2.0,2034,ld,1.3323055468994882
11,4x3.95,2.0,2035,ld,1.342109384349895
12,4x3.95,2.0,2036,ld,1.6018052392974758
13,4x3.95,2.0,2037,ld,1.2414751371404722
14,4x3.95,2.0,2038,ld,1.504415285482303
15,4x3.95,2.0,2039,ld,1.3303094910420141
16,4x3.95,2.0,2040,ld,1.3420664203929822
17,4x3.95,2.0,2041,ld,1.5044105673628991
18,4x3.95,2.0,2042,ld,1.3230083715176086
19,4x3.95,2.0,2043,ld,1.3289756909990382
20,4x3.95,2.0,2044,ld,1.5047218791924348
21,4x3.95,2.0,2045,ld,1.6018446792643977
22,4x3.95,2.0,2046,ld,1.330405594383729
23,4x3.95,2.0,2047,ld,1.6014097490883148
24,4x3.95,2.0,2048,ld,1.602358422937538
25,4x3.95,2.0,2049,ld,1.3170765456691136
26,4x3.95,2.0,2050,ld,1.231172821949091
27,4x3.95,2.0,2051,ld,1.5047492196475334
28,4x3.95,2.0,2052,ld,1.3420981814901165
29,4x3.95,2.0,2053,ld,1.6046775657461563
0,4x3.95,4.0,2024,ld,1.5176065380842259
1,4x3.95,4.0,2025,ld,1.3823995361950931
2,4x3.95,4.0,2026,ld,1.8443444476259683
3,4x3.95,4.0,2027,ld,1.4870845691984962
4,4x3.95,4.0,2028,ld,1.782415372343041
5,4x3.95,4.0,2029,ld,1.5999904938859852
6,4x3.95,4.0,2030,ld,1.3908822151903402
7,4x3.95,4.0,2031,ld,1.5743477993003503
8,4x3.95,4.0,2032,ld,1.6886252380160716
9,4x3.95,4.0,2033,ld,1.5415785656142358
10,4x3.95,4.0,2034,ld,1.5700876298644655
11,4x3.95,4.0,2035,ld,1.6189838672903198
12,4x3.95,4.0,2036,ld,1.7927996907898593
13,4x3.95,4.0,2037,ld,1.230752048793907
14,4x3.95,4.0,2038,ld,1.781956932651952
15,4x3.95,4.0,2039,ld,1.6974006447626886
16,4x3.95,4.0,2040,ld,1.6580708496107284
17,4x3.95,4.0,2041,ld,1.690968416593636
18,4x3.95,4.0,2042,ld,1.669100847111057
19,4x3.95,4.0,2043,ld,1.8611732479558234
20,4x3.95,4.0,2044,ld,1.8745209329425394
21,4x3.95,4.0,2045,ld,1.6529607746131882
22,4x3.95,4.0,2046,ld,1.491751825516045
23,4x3.95,4.0,2047,ld,1.6540463435328776
24,4x3.95,4.0,2048,ld,1.7733265737997155
25,4x3.95,4.0,2049,ld,1.6195896950242563
26,4x3.95,4.0,2050,ld,1.6144483853515668
27,4x3.95,4.0,2051,ld,1.6835730688478652
28,4x3.95,4.0,2052,ld,1.4965256635777837
29,4x3.95,4.0,2053,ld,1.4666041569435024
0,paint.95,8.0,2028,ld,2.551996804906048
1,paint.95,8.0,2029,ld,-6.767718233411387e-05
2,paint.95,8.0,2030,ld,2.6405399522732997
3,paint.95,8.0,2031,ld,1.719107709466694
4,paint.95,8.0,2032,ld,1.565991658966626
5,paint.95,8.0,2033,ld,-5.747974135305726e-05
6,paint.95,8.0,2034,ld,2.89895397737043
7,paint.95,8.0,2035,ld,1.5910400033815995
8,paint.95,8.0,2036,ld,2.0054193203621065
9,paint.95,8.0,2037,ld,1.3193234470269135
10,paint.95,8.0,2038,ld,1.3762450124211822
11,paint.95,8.0,2039,ld,3.078224867001542
